Task_ID,Task_Date,Machine_ID,Machine_Type,Machine_Age_yrs,Machine_Maintenance_Status,Operator_ID,Operator_Skill,Operator_Fatigue_Level,Task_Type,Task_Volume,Load_Weight_tons,Travel_Distance_m,Fuel_Consumption_L,Idle_Time_during_task_min,Site_Terrain,Site_Condition,Weather,Temperature_C,Humidity_Percent,Visibility,Shift_Time,Estimated_Time_min,Breakdown_During_Task,Delay_Reason,Actual_Time_min,Time_Deviation_Percent
TASK01139,2025-11-23,MC1009,Bulldozer,9,Good,OP1007,Intermediate,1.0,Material Loading,557.3,7.88,601.6,13.28,11.6,Flat,Normal,Hot,33.8,41.1,Good,Morning,221.8,No,None,311.1,40.26
TASK01140,2025-10-14,MC1007,Bulldozer,7,Good,OP1019,Expert,4.0,Trenching,204.3,1.02,361.2,4.44,4.4,Rolling,Dry,Clear,27.6,62.1,Moderate,Morning,153.9,No,None,166.9,8.45
TASK01141,2025-05-26,MC1005,Loader,6,Good,OP1008,Intermediate,4.7,Trenching,219.9,1.4,629.0,4.86,4.6,Muddy,Dry,Cloudy,,69.9,Good,Afternoon,164.6,No,None,242.6,47.39
TASK01142,2025-05-10,MC1007,Bulldozer,7,Good,OP1013,Intermediate,1.7,Trenching,190.7,1.86,348.1,4.59,1.7,Muddy,Loose,Clear,30.5,63.0,Good,Afternoon,144.7,No,None,196.1,35.52
TASK01143,2025-05-21,MC1007,Bulldozer,7,Good,OP1010,Intermediate,5.9,Grading,264.1,1.17,829.8,5.81,15.5,Flat,Muddy,Clear,24.9,49.6,Good,Night,132.8,No,None,190.4,43.37
TASK01144,2025-01-28,MC1001,Excavator,1,Good,OP1005,Beginner,2.8,Trenching,209.8,1.31,267.2,3.7,9.8,Rocky,,Cloudy,27.0,68.9,,Afternoon,157.6,No,None,323.7,105.39
TASK01145,2025-01-25,MC1007,Bulldozer,7,Good,OP1015,Expert,6.8,Earth Excavation,443.8,7.33,229.1,12.05,1.6,Flat,Wet,Cloudy,31.0,,Good,Afternoon,242.8,No,None,279.6,15.16
TASK01146,2025-10-16,MC1009,Bulldozer,9,Good,OP1020,Expert,4.1,Earth Excavation,221.2,,205.5,5.52,27.7,Rocky,Loose,Cloudy,27.3,66.1,Good,Afternoon,127.0,No,,232.3,82.91
TASK01147,2025-10-26,MC1006,Loader,3,Good,OP1018,Expert,3.2,Material Loading,496.5,12.55,338.3,12.56,14.0,Muddy,Normal,Cloudy,19.6,78.7,Good,Morning,198.7,No,None,310.8,56.42
TASK01148,2025-08-28,MC1006,Loader,3,Good,OP1001,Beginner,4.9,Grading,238.3,1.33,353.5,3.8,11.8,Rocky,Dry,Cloudy,21.9,73.5,Good,Afternoon,121.2,No,None,187.4,54.62
TASK01149,2025-01-27,MC1003,Excavator,4,Good,OP1011,Intermediate,2.9,Demolition,89.4,0.89,396.4,2.37,,,Dry,Cloudy,26.7,74.1,Good,Afternoon,87.8,No,None,129.2,47.15
TASK01150,2025-10-09,MC1006,Loader,3,Good,OP1011,Intermediate,2.7,Material Loading,200.2,3.27,114.4,3.66,10.8,Flat,Normal,Clear,31.7,54.0,Moderate,Afternoon,86.1,No,None,108.5,26.02
TASK01151,2025-05-20,MC1002,Excavator,2,Good,OP1004,Beginner,4.3,Grading,564.8,4.71,,10.89,24.8,Rocky,Dry,Rainy,18.5,83.8,Moderate,Morning,268.2,No,,463.3,72.74
TASK01152,2025-03-10,MC1006,Loader,3,Due Soon,OP1001,Beginner,6.8,Demolition,132.9,0.92,114.7,1.88,8.6,Flat,Normal,Cloudy,28.9,76.9,Good,Afternoon,121.7,No,None,175.8,44.45
TASK01153,2025-01-06,MC1010,Excavator,10,Due Soon,OP1020,Expert,3.0,Earth Excavation,145.9,1.81,252.4,3.91,8.6,,Dry,Clear,26.8,41.3,Good,Morning,87.9,No,None,116.8,32.88
TASK01154,2025-12-02,MC1007,Bulldozer,7,Due Soon,OP1019,Expert,3.2,Material Loading,206.4,3.62,329.7,6.78,25.4,Steep,Normal,Cloudy,26.0,59.8,Good,Morning,88.4,No,None,133.3,50.79
TASK01155,2025-04-03,MC1002,Excavator,2,Good,OP1005,Beginner,3.5,Trenching,71.6,0.71,362.5,2.18,22.4,Flat,Wet,Rainy,23.7,94.5,Moderate,Afternoon,63.7,No,,128.0,100.94
TASK01156,2025-03-09,MC1008,Bulldozer,8,Due Soon,OP1004,Beginner,5.5,Grading,666.7,4.59,1111.5,13.21,2.1,Rocky,Loose,Cloudy,31.9,72.0,Moderate,Morning,314.0,No,None,626.6,99.55
TASK01157,2025-02-09,MC1009,Bulldozer,9,Good,OP1005,Beginner,3.6,Trenching,59.4,0.5,316.4,2.13,,Rocky,Dry,Clear,,56.4,Good,Night,55.4,Yes,Equipment Fault,184.0,232.13
TASK01158,2025-07-31,MC1009,Bulldozer,9,Overdue,OP1004,Beginner,2.8,Demolition,90.8,0.5,445.1,3.13,22.0,Muddy,Dry,Clear,30.3,71.2,Good,Afternoon,88.8,No,Operator Delay,192.8,117.12
TASK01159,2025-11-22,MC1003,Excavator,4,Good,OP1009,Intermediate,1.0,Material Loading,125.5,2.02,327.3,3.16,51.1,Muddy,Normal,Windy,30.8,59.3,Good,Morning,57.7,No,None,139.6,141.94
TASK01160,2025-03-31,MC1001,Excavator,1,Good,OP1020,Expert,2.5,Trenching,143.2,1.09,324.8,2.96,3.5,Rolling,Wet,Clear,28.0,,Good,,112.4,No,None,136.2,21.17
TASK01161,2025-10-28,MC1009,Bulldozer,9,Good,OP1002,Beginner,3.9,Trenching,212.3,2.07,480.6,6.21,15.1,Muddy,Loose,Clear,37.3,46.7,Good,Afternoon,159.4,No,None,315.3,97.8
TASK01162,2025-01-30,MC1005,Loader,6,Good,OP1003,Beginner,2.8,Material Loading,346.6,4.62,396.4,7.57,15.2,Muddy,Dry,Cloudy,26.8,66.1,Good,Afternoon,141.7,No,None,234.5,65.49
TASK01163,2025-10-15,MC1005,Loader,6,Due Soon,OP1019,Expert,1.0,Trenching,94.3,0.5,656.0,2.42,25.5,Rolling,Loose,Rainy,27.5,84.3,Poor,Morning,79.1,No,None,134.7,70.29
TASK01164,2025-05-17,MC1010,Excavator,10,Due Soon,OP1003,Beginner,5.8,Grading,435.4,3.38,323.5,7.96,1.4,Muddy,Dry,Clear,29.0,54.0,Moderate,Morning,209.9,No,None,354.7,68.99
TASK01165,2025-08-09,MC1009,Bulldozer,9,Good,OP1016,Expert,1.0,Earth Excavation,246.1,2.68,325.2,6.08,46.5,Rocky,,Rainy,25.2,91.7,Good,Morning,140.0,No,None,269.5,92.5
TASK01166,2025-09-11,MC1003,Excavator,4,Due Soon,OP1020,Expert,,Trenching,55.3,,316.6,1.78,13.6,Steep,Loose,Rainy,27.1,71.5,Good,Morning,52.6,No,None,85.2,61.98
TASK01167,2025-04-11,MC1009,Bulldozer,9,Good,OP1008,Intermediate,3.7,Demolition,51.1,0.5,480.3,2.12,19.2,Steep,Normal,Cloudy,24.4,78.5,Good,Morning,57.9,No,None,148.4,156.3
TASK01168,2025-03-17,MC1003,Excavator,4,Good,OP1001,Beginner,1.9,Grading,414.4,0.94,912.2,6.89,7.3,Flat,Loose,Hot,34.0,39.8,Good,Afternoon,200.5,No,None,327.9,63.54
TASK01169,2025-03-07,MC1010,Excavator,10,Due Soon,OP1006,Beginner,6.4,Trenching,79.9,0.63,758.6,,18.3,Rolling,Normal,Cloudy,32.9,50.2,Good,Night,69.3,No,None,159.3,129.87
TASK01170,2025-05-27,MC1007,Bulldozer,7,Due Soon,OP1002,Beginner,1.0,Grading,562.4,1.93,539.0,,11.3,Rocky,Dry,Rainy,,72.4,Good,Afternoon,267.1,No,None,523.5,95.99
TASK01171,2025-01-09,MC1008,Bulldozer,8,Due Soon,OP1013,Intermediate,8.3,Trenching,262.4,1.31,667.9,6.42,3.2,Flat,Normal,Clear,32.0,66.6,Moderate,Afternoon,193.4,No,None,301.7,56.0
TASK01172,2025-10-16,MC1004,Loader,5,Good,OP1013,Intermediate,9.5,Demolition,103.4,1.62,285.4,2.63,,Rolling,Dry,Rainy,24.7,80.1,Moderate,Night,98.7,No,None,175.0,77.3
TASK01173,2025-11-11,MC1006,Loader,3,Due Soon,OP1005,Beginner,5.3,Demolition,141.3,2.27,362.1,3.75,33.4,Rocky,Dry,Hot,35.5,49.4,Good,Afternoon,128.2,No,None,243.2,89.7
TASK01174,2025-12-27,MC1004,Loader,5,Due Soon,OP1002,Beginner,4.3,Earth Excavation,395.1,3.1,177.5,6.08,20.3,Rolling,Muddy,Clear,29.4,59.5,Poor,Night,217.4,No,None,485.9,123.51
TASK01175,2025-05-19,MC1003,Excavator,4,Good,OP1006,Beginner,4.2,Demolition,69.4,0.63,217.5,1.97,33.0,Rolling,Normal,Hot,37.0,52.0,Moderate,Morning,72.1,No,None,138.9,92.65
TASK01176,2025-11-27,MC1001,Excavator,1,Good,OP1008,Intermediate,1.0,Earth Excavation,403.8,5.06,195.0,8.34,2.5,Steep,Loose,Hot,35.8,44.4,Moderate,Morning,222.0,No,None,341.2,53.69
TASK01177,2025-12-24,MC1003,Excavator,4,Due Soon,OP1010,Intermediate,3.9,Material Loading,578.5,9.9,339.0,,25.4,Flat,Muddy,Clear,24.8,54.0,Good,Afternoon,229.8,No,None,358.3,55.92
TASK01178,2025-05-26,MC1007,Bulldozer,7,Good,OP1015,Expert,2.0,Trenching,131.2,0.96,437.9,3.78,11.0,Muddy,Loose,Cloudy,26.2,49.7,Good,Afternoon,104.2,No,None,133.0,27.64
TASK01179,2025-10-24,MC1003,Excavator,4,Good,OP1012,Intermediate,2.0,Demolition,73.2,0.5,185.1,1.62,29.2,Rocky,Normal,Clear,32.2,55.7,Poor,Morning,75.1,No,None,149.8,99.47
TASK01180,2025-05-29,MC1003,Excavator,4,Overdue,OP1017,Expert,4.7,Earth Excavation,172.6,1.28,236.4,3.84,9.8,Rolling,Wet,Windy,29.2,60.8,Good,Afternoon,101.7,No,Material Availability,171.5,68.63
TASK01181,2025-02-23,MC1007,Bulldozer,7,Due Soon,OP1011,Intermediate,3.2,Earth Excavation,362.9,4.26,319.2,8.72,5.4,Rocky,Wet,Clear,27.6,72.7,,Afternoon,200.7,No,None,297.2,48.08
TASK01182,2025-08-18,MC1004,Loader,5,Due Soon,OP1009,Intermediate,4.7,Material Loading,336.0,5.56,256.8,,7.1,Rolling,Loose,Rainy,20.5,82.4,,Afternoon,137.7,No,None,240.5,74.66
TASK01183,2025-05-29,MC1005,Loader,6,Good,OP1018,Expert,1.7,Grading,834.9,2.89,777.1,10.95,8.7,Flat,Muddy,Clear,31.1,73.6,Good,Afternoon,389.7,No,None,459.2,17.83
TASK01184,2025-01-01,MC1003,Excavator,4,Good,OP1003,Beginner,2.6,Earth Excavation,217.8,1.85,299.6,3.57,7.9,Rolling,,Clear,21.5,44.1,Good,Morning,125.3,No,None,194.2,54.99
TASK01185,2025-09-16,MC1001,Excavator,1,Good,OP1018,Expert,4.0,Earth Excavation,446.6,3.41,528.1,6.79,3.1,Rolling,Loose,Clear,26.1,52.3,Good,Afternoon,244.2,No,None,265.0,8.52
TASK01186,2025-06-14,MC1003,Excavator,4,Overdue,OP1017,Expert,1.8,Trenching,181.2,1.75,362.0,4.57,3.5,Rolling,Normal,Rainy,19.2,67.6,Moderate,Morning,138.2,No,None,198.5,43.63
TASK01187,2025-03-04,MC1003,Excavator,4,Good,OP1020,Expert,1.4,Grading,689.7,3.41,,10.94,8.8,Rolling,Muddy,Clear,34.0,54.8,Good,Afternoon,324.4,No,None,397.8,22.63
TASK01188,2025-09-10,MC1006,Loader,3,Good,OP1008,Intermediate,3.7,Earth Excavation,208.1,2.23,336.2,3.72,3.0,Flat,Muddy,Cloudy,24.8,70.3,Moderate,Morning,120.2,No,Operator Delay,173.1,44.01
TASK01189,2025-01-15,MC1002,Excavator,2,Good,OP1009,Intermediate,6.5,Demolition,86.6,1.01,459.9,2.83,30.0,Muddy,Loose,Cloudy,30.2,78.9,,Afternoon,85.5,No,Operator Delay,180.1,110.64
TASK01190,2025-01-20,MC1010,Excavator,10,Good,OP1006,Beginner,1.6,Material Loading,681.7,9.41,,15.14,8.9,Muddy,Loose,Clear,36.1,49.1,Good,Morning,269.0,Yes,Equipment Fault,524.8,95.09
TASK01191,2025-07-24,MC1003,Excavator,4,Good,OP1018,Expert,1.0,Earth Excavation,186.6,2.6,153.6,3.87,5.3,Rolling,Normal,Clear,29.1,52.3,Good,Morning,109.0,No,None,117.8,8.07
TASK01192,2025-08-03,MC1008,Bulldozer,8,Overdue,OP1005,Beginner,7.4,Demolition,90.7,1.17,311.2,3.31,27.5,Rocky,Normal,Rainy,18.8,78.7,Good,Night,88.7,No,None,232.7,162.34
TASK01193,2025-06-04,MC1009,Bulldozer,9,Good,OP1013,Intermediate,1.2,Material Loading,120.5,2.09,194.7,3.71,28.8,Rolling,Wet,Rainy,25.6,98.0,Good,Morning,55.8,No,None,118.7,112.72
TASK01194,2025-06-25,MC1010,Excavator,10,Good,OP1002,Beginner,1.5,Trenching,116.8,1.57,481.2,4.6,7.5,Rocky,Loose,Hot,34.9,36.0,Good,,94.4,No,None,192.4,103.81
TASK01195,2025-10-21,MC1004,Loader,5,Overdue,OP1019,Expert,2.6,Trenching,299.2,1.16,,4.98,12.8,,Muddy,Windy,29.3,59.7,Good,Afternoon,218.4,No,None,329.4,50.82
TASK01196,2025-09-13,MC1005,Loader,6,Due Soon,OP1019,Expert,3.3,Material Loading,393.2,6.49,164.3,8.03,39.9,Rolling,Wet,Windy,25.9,61.3,,Morning,159.4,No,None,238.7,49.75
TASK01197,2025-07-03,MC1003,Excavator,4,Good,OP1012,Intermediate,1.0,Demolition,159.2,1.92,102.6,2.95,33.8,Rocky,Wet,Cloudy,24.8,60.4,Good,Morning,142.2,No,None,218.9,53.94
TASK01198,2025-10-10,MC1008,Bulldozer,8,Good,OP1015,Expert,5.1,Demolition,128.0,,649.3,4.5,4.5,Muddy,Muddy,Rainy,24.4,67.6,Moderate,Afternoon,117.9,No,None,225.8,91.52
TASK01199,2025-07-26,MC1004,Loader,5,Due Soon,OP1020,Expert,3.9,Material Loading,323.7,3.87,150.1,6.12,15.6,,Loose,Clear,23.3,72.0,Good,Afternoon,133.0,No,None,165.9,24.74
TASK01200,2025-09-09,MC1003,Excavator,4,Good,OP1001,Beginner,1.4,Trenching,277.8,1.9,540.7,5.12,4.6,Flat,Muddy,Cloudy,28.5,76.9,Good,Morning,203.9,No,None,308.7,51.4
TASK01201,2025-07-15,MC1002,Excavator,2,Good,OP1018,Expert,3.1,Material Loading,154.0,3.1,,3.99,12.5,Flat,Wet,Hot,36.2,35.8,Good,Morning,68.5,No,,89.3,30.36
TASK01202,2025-11-26,MC1010,Excavator,10,Good,OP1010,Intermediate,1.1,Grading,536.8,3.43,265.1,,3.2,Rocky,Normal,Clear,27.9,48.3,Good,Morning,255.5,Yes,Equipment Fault,538.5,110.76
TASK01203,2025-09-03,MC1002,Excavator,2,Due Soon,OP1020,Expert,7.3,Material Loading,506.7,13.76,211.2,12.02,45.3,Flat,Dry,Clear,25.8,53.0,Moderate,Night,202.6,No,None,293.1,44.67
TASK01204,2025-03-02,MC1003,Excavator,4,Due Soon,OP1003,Beginner,5.8,Earth Excavation,204.6,1.59,271.0,3.68,1.3,Rocky,Normal,Clear,36.6,56.7,Moderate,Afternoon,118.4,No,None,215.0,81.59
TASK01205,2025-09-16,MC1007,Bulldozer,7,Due Soon,OP1020,Expert,3.8,Material Loading,151.8,3.33,365.1,4.95,37.0,Flat,Normal,Clear,29.9,49.1,Good,Afternoon,67.7,No,None,100.8,48.89
TASK01206,2025-08-03,MC1002,Excavator,2,Due Soon,OP1006,Beginner,5.1,Grading,450.6,3.05,360.3,7.28,14.7,Flat,Wet,Clear,30.9,71.9,Moderate,Morning,216.8,No,None,335.0,54.52
TASK01207,2025-03-05,MC1005,Loader,6,Good,OP1017,Expert,5.4,Earth Excavation,299.0,2.57,297.2,5.19,1.8,Steep,Loose,Rainy,,89.5,Good,Morning,167.5,No,None,244.6,46.03
TASK01208,2025-05-12,MC1005,Loader,6,Good,OP1002,Beginner,1.2,Grading,860.9,5.39,1049.0,15.63,9.6,Flat,Wet,Hot,34.5,36.0,Moderate,Morning,401.4,No,None,641.2,59.74
TASK01209,2025-04-03,MC1004,Loader,5,Due Soon,OP1007,Intermediate,3.3,Grading,696.2,1.71,772.8,10.71,9.9,Rocky,Dry,Cloudy,31.7,74.8,Good,Morning,327.3,No,Weather,417.5,27.56
TASK01210,2025-02-22,MC1007,Bulldozer,7,Good,OP1011,Intermediate,4.6,Grading,788.1,4.27,1457.3,17.32,6.5,Muddy,Muddy,Clear,30.8,44.0,Good,Night,368.6,No,Material Availability,679.8,84.43
TASK01211,2025-07-06,MC1005,Loader,6,Good,OP1006,Beginner,5.1,Material Loading,442.6,10.18,392.8,12.39,13.5,Rocky,Loose,Clear,33.8,63.7,Good,Afternoon,178.2,No,None,349.6,96.18
TASK01212,2025-05-16,MC1001,Excavator,1,Due Soon,OP1007,Intermediate,4.9,Material Loading,349.0,7.26,219.6,9.57,12.0,Rolling,Normal,Hot,35.6,32.8,Moderate,Night,142.6,No,None,234.0,64.1
TASK01213,2025-12-23,MC1002,Excavator,2,Good,OP1020,Expert,2.3,Earth Excavation,416.9,3.31,,7.49,5.0,Rolling,Normal,Cloudy,21.0,75.0,Moderate,Morning,228.8,No,None,269.4,17.74
TASK01214,2025-05-04,MC1006,Loader,3,Due Soon,OP1005,Beginner,1.0,Material Loading,475.1,11.93,274.6,11.17,14.7,Flat,Normal,Cloudy,18.5,61.1,,Morning,190.5,No,None,271.5,42.52
TASK01215,2025-08-21,MC1003,Excavator,4,Good,OP1002,Beginner,6.1,Earth Excavation,224.3,1.91,,3.7,7.2,Flat,Dry,Clear,33.1,60.6,Good,Afternoon,128.6,No,None,159.0,23.64
TASK01216,2025-11-28,MC1007,Bulldozer,7,Overdue,OP1013,Intermediate,1.0,Demolition,213.4,1.91,402.5,5.49,30.8,Rolling,Dry,Windy,27.0,48.1,Good,Morning,184.5,No,None,282.3,53.01
TASK01217,2025-12-09,MC1010,Excavator,10,Good,OP1007,Intermediate,1.8,Grading,353.8,1.66,357.9,6.42,,Muddy,Muddy,Clear,28.6,65.0,Good,Morning,173.2,No,None,266.4,53.81
TASK01218,2025-06-09,MC1009,Bulldozer,9,Good,OP1016,Expert,4.8,Grading,511.1,3.76,348.8,10.86,5.2,Flat,Normal,Clear,26.4,60.3,Good,Night,244.0,No,None,302.5,23.98
TASK01219,2025-12-17,MC1006,Loader,3,Due Soon,OP1013,Intermediate,1.8,Trenching,79.8,0.5,613.8,2.8,12.7,Rocky,Normal,Rainy,23.1,86.6,Good,Afternoon,69.3,No,None,139.3,101.01
TASK01220,2025-12-06,MC1009,Bulldozer,9,Due Soon,OP1005,Beginner,4.3,Trenching,179.7,0.96,543.1,6.03,,Rocky,Normal,Hot,36.3,42.3,Moderate,Morning,137.2,Yes,Equipment Fault,372.8,171.72
TASK01221,2025-10-08,MC1005,Loader,6,Good,OP1011,Intermediate,5.9,Grading,502.7,1.27,631.9,7.4,5.0,Rocky,Loose,Clear,29.2,69.7,Good,Afternoon,240.2,No,None,346.9,44.42
TASK01222,2025-04-28,MC1007,Bulldozer,7,Good,OP1006,Beginner,3.0,Demolition,59.0,0.78,136.1,1.55,18.9,Steep,Normal,Clear,30.3,50.7,Poor,Morning,64.0,No,None,123.3,92.66
TASK01223,2025-03-20,MC1002,Excavator,2,Good,OP1017,Expert,4.0,Material Loading,368.3,6.62,306.5,6.45,31.3,Flat,Wet,Cloudy,22.6,72.6,Good,Afternoon,149.9,No,None,183.1,22.15
TASK01224,2025-08-22,MC1002,Excavator,2,Good,OP1002,Beginner,5.9,Earth Excavation,257.9,2.06,117.4,4.06,4.6,Rocky,Wet,Cloudy,28.1,75.4,Moderate,Night,146.1,No,Site Condition,284.2,94.52
TASK01225,2025-03-19,MC1002,Excavator,2,Due Soon,OP1001,Beginner,6.0,Demolition,214.8,2.14,291.1,4.9,8.1,Rolling,Wet,Rainy,27.7,96.5,Good,Night,185.6,Yes,Equipment Fault,473.8,155.28
TASK01226,2025-05-23,MC1003,Excavator,4,Good,OP1013,Intermediate,6.3,Earth Excavation,334.0,5.57,548.8,8.25,9.4,Rolling,Loose,Cloudy,24.6,69.2,Good,Morning,185.7,No,None,261.1,40.6
TASK01227,2025-08-18,MC1007,Bulldozer,7,Good,OP1019,Expert,1.8,Grading,353.0,1.53,504.9,,6.2,Flat,,Cloudy,28.2,70.0,Poor,Morning,172.9,No,None,216.9,25.45
TASK01228,2025-08-19,MC1007,Bulldozer,7,Overdue,OP1020,Expert,3.9,Earth Excavation,225.0,2.08,260.7,5.13,10.7,Flat,Normal,Clear,34.1,30.7,Good,Afternoon,129.0,No,None,159.8,23.88
TASK01229,2025-02-17,MC1008,Bulldozer,8,Good,OP1012,Intermediate,2.4,Material Loading,141.1,2.48,229.7,3.45,47.4,Steep,Normal,Clear,33.7,63.6,Poor,Morning,63.6,No,None,138.6,117.92
TASK01230,2025-01-14,MC1001,Excavator,1,Good,OP1019,Expert,1.1,Material Loading,428.7,10.12,685.4,12.55,11.9,Flat,Dry,Rainy,22.1,86.9,Good,Morning,172.9,No,None,196.7,13.77
TASK01231,2025-10-06,MC1005,Loader,6,Good,OP1003,Beginner,1.0,Material Loading,269.2,5.29,195.7,6.53,5.3,Flat,Dry,Cloudy,23.2,74.9,Good,Afternoon,112.3,No,None,151.1,34.55
TASK01232,2025-05-23,MC1006,Loader,3,Good,OP1003,Beginner,1.0,Earth Excavation,93.5,1.65,199.3,2.13,,Muddy,Wet,Clear,30.1,55.2,,Morning,60.6,No,,120.2,98.35
TASK01233,2025-02-13,MC1006,Loader,3,Good,OP1017,Expert,1.2,Demolition,107.7,1.35,312.2,2.4,17.9,Rocky,Dry,Hot,37.5,,Good,Afternoon,102.0,No,None,141.0,38.24
TASK01234,2025-03-25,MC1003,Excavator,4,Good,OP1014,Expert,5.1,Trenching,274.2,2.92,201.8,5.1,1.5,Muddy,Normal,Windy,30.2,61.9,Good,Night,201.5,No,None,287.6,42.73
TASK01235,2025-09-05,MC1009,Bulldozer,9,Good,OP1011,Intermediate,2.6,Trenching,67.0,,427.0,2.72,4.1,,Normal,Rainy,23.2,82.7,Poor,Morning,60.5,No,None,109.9,81.65
TASK01236,2025-12-22,MC1007,Bulldozer,7,Due Soon,OP1012,Intermediate,5.0,Earth Excavation,267.4,,202.2,5.08,9.6,Flat,Normal,Cloudy,27.7,49.3,Good,Afternoon,151.0,No,None,198.2,31.26
TASK01237,2025-07-30,MC1010,Excavator,10,Overdue,OP1006,Beginner,4.2,Trenching,138.0,1.02,621.6,4.17,3.3,Steep,,Cloudy,25.6,67.8,Moderate,Afternoon,108.8,No,None,236.5,117.37
TASK01238,2025-03-17,MC1005,Loader,6,Due Soon,OP1009,Intermediate,7.7,Earth Excavation,228.0,2.98,,,5.4,Rolling,Dry,Cloudy,30.6,58.5,Good,Afternoon,130.6,No,None,180.5,38.21
TASK01239,2025-08-08,MC1007,Bulldozer,7,Good,OP1004,Beginner,4.9,Earth Excavation,257.4,5.06,348.3,6.77,15.9,Flat,Normal,Clear,37.2,51.5,Moderate,Afternoon,145.8,No,None,228.5,56.72
TASK01240,2025-06-29,MC1008,Bulldozer,8,Good,OP1016,Expert,1.5,Trenching,183.2,1.68,473.3,5.7,1.6,Steep,Wet,Clear,17.8,58.0,Good,Morning,139.5,No,None,182.8,31.04
TASK01241,2025-02-10,MC1006,Loader,3,Good,OP1007,Intermediate,,Demolition,65.7,0.61,700.5,2.4,52.2,Muddy,Wet,Clear,26.9,69.1,Good,Morning,69.2,No,Site Condition,175.6,153.76
TASK01242,2025-01-19,MC1005,Loader,6,Good,OP1011,Intermediate,6.6,Material Loading,569.6,12.82,489.3,12.76,14.4,Rocky,,Cloudy,29.0,67.0,,Afternoon,226.5,No,None,341.4,50.73
TASK01243,2025-12-29,MC1005,Loader,6,Due Soon,OP1019,Expert,7.6,Trenching,150.6,0.64,635.7,3.64,16.1,Steep,Dry,Rainy,25.4,87.8,Good,Night,117.4,No,None,202.3,72.32
TASK01244,2025-09-15,MC1003,Excavator,4,Good,OP1003,Beginner,1.5,Material Loading,421.0,8.53,422.3,10.49,2.2,Rocky,Normal,Windy,21.0,54.4,Good,Morning,170.0,No,None,303.8,78.71
TASK01245,2025-07-25,MC1003,Excavator,4,Due Soon,OP1007,Intermediate,3.1,Material Loading,410.4,8.27,304.8,10.16,21.2,,Wet,Cloudy,26.1,84.3,Moderate,Night,166.0,No,None,348.6,110.0
TASK01246,2025-09-12,MC1005,Loader,6,Good,OP1002,Beginner,4.5,Demolition,193.6,1.33,161.4,3.13,28.0,Flat,Normal,Clear,37.4,65.5,Moderate,Morning,169.0,No,None,237.9,40.77
TASK01247,2025-10-23,MC1010,Excavator,10,Good,OP1003,Beginner,4.8,Earth Excavation,187.4,2.77,204.4,4.83,9.3,Muddy,Normal,Clear,27.1,74.5,Moderate,Afternoon,109.5,No,None,220.3,101.19
TASK01248,2025-09-17,MC1004,Loader,5,Due Soon,OP1014,Expert,8.1,Trenching,251.8,1.5,730.4,5.83,6.9,Rocky,Wet,Hot,32.9,51.9,,Night,186.2,No,None,298.2,60.15
TASK01249,2025-02-17,MC1006,Loader,3,Overdue,OP1006,Beginner,2.9,Material Loading,567.1,8.36,,12.09,17.3,Rocky,Normal,Cloudy,25.1,95.3,Moderate,Afternoon,225.5,No,None,457.5,102.88
TASK01250,2025-03-01,MC1008,Bulldozer,8,Due Soon,OP1019,Expert,2.3,Earth Excavation,350.1,6.74,419.1,11.12,45.9,Muddy,Dry,Windy,18.8,47.4,Moderate,Afternoon,194.1,No,None,370.4,90.83
TASK01251,2025-05-10,MC1006,Loader,3,Overdue,OP1009,Intermediate,1.6,Demolition,130.4,1.91,263.7,,18.9,Muddy,Wet,Clear,32.3,,Good,Morning,119.7,No,,202.0,68.76
TASK01252,2025-12-14,MC1003,Excavator,4,Good,OP1009,Intermediate,6.5,Material Loading,436.9,10.93,531.7,12.26,15.5,Steep,Normal,Clear,31.4,75.0,Good,Afternoon,176.0,No,Material Availability,310.2,76.25
TASK01253,2025-11-02,MC1001,Excavator,1,Good,OP1012,Intermediate,1.0,Trenching,262.1,1.1,637.2,4.59,12.8,Flat,Wet,Clear,33.4,61.2,Moderate,Afternoon,193.2,No,,254.4,31.68
TASK01254,2025-06-02,MC1001,Excavator,1,Due Soon,OP1013,Intermediate,1.0,Earth Excavation,432.4,,275.1,9.37,5.8,Muddy,Loose,Cloudy,22.1,56.7,Good,Afternoon,236.8,No,None,327.2,38.18
TASK01255,2025-10-15,MC1005,Loader,6,Due Soon,OP1006,Beginner,6.3,Trenching,136.4,1.1,643.0,4.27,11.3,Rolling,Normal,Rainy,26.7,70.5,Poor,Afternoon,107.7,No,None,221.3,105.48
TASK01256,2025-02-06,MC1009,Bulldozer,9,Good,OP1011,Intermediate,2.1,Grading,271.4,1.58,1076.9,8.1,15.5,Muddy,Wet,Clear,32.7,62.6,Good,Morning,136.1,No,,228.5,67.89
TASK01257,2025-08-22,MC1009,Bulldozer,9,Good,OP1002,Beginner,5.0,Demolition,156.0,1.46,138.3,3.45,41.6,Rocky,,Clear,34.8,74.5,Good,Afternoon,139.7,No,None,254.3,82.03
TASK01258,2025-01-26,MC1007,Bulldozer,7,Good,OP1006,Beginner,3.2,Grading,327.8,2.87,649.7,7.64,18.0,Muddy,Dry,Rainy,20.6,86.2,Good,Morning,161.5,No,None,326.2,101.98
